2024-09-06 19:25:18.505 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: vin, password: 1234, email: vin@gmail.com
2024-09-06 19:26:13.200 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:26.597 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:26.737 [http-nio-8080-exec-9 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:26.881 [http-nio-8080-exec-10] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:27.058 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:27.200 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:27.380 [http-nio-8080-exec-3 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:27.533 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:27.693 [http-nio-8080-exec-5 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:27.899 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:28.062 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:28.173 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:31.125 [http-nio-8080-exec-9 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:31.291 [http-nio-8080-exec-10] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:31.434 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:31.775 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:31.776 [http-nio-8080-exec-3 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:31.925 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:32.099 [http-nio-8080-exec-5 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:32.242 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:32.398 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:32.581 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:32.725 [http-nio-8080-exec-9 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:34.394 [http-nio-8080-exec-10] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:34.556 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:34.719 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:34.891 [http-nio-8080-exec-3 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:35.053 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:35.208 [http-nio-8080-exec-5 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:35.558 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:35.577 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:35.715 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:35.912 [http-nio-8080-exec-9 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:36.063 [http-nio-8080-exec-10] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:36.218 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:36.373 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:40.020 [http-nio-8080-exec-3 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:40.169 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:40.336 [http-nio-8080-exec-5 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:40.506 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:40.687 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:40.826 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:41.025 [http-nio-8080-exec-9 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:41.150 [http-nio-8080-exec-10] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:41.300 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:41.448 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:41.783 [http-nio-8080-exec-3 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:41.830 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
